STOCK ID|CANTIDAD|PRECIO|IMPUESTO|FECHA|DESCRIPCION AGRUPADOR|ID AGRUPADOR|UNIDAD EMPAQUE|PRECIO UNIDAD EMPAQUE
|477|0|0|2015-09-10|DEXTROMETORFANO + GUAIFENESINA JARABE INFANTIL C/120ML|1886|0|0
|161|0|0|2015-09-10|DEXTROMETORFANO 15MG/5ML JARABE FCO. C/60ML|269|0|0
|346|0|0|2015-09-10|DIACEREINA 50MG C/30 CAP.|226|0|0
|687|0|0|2015-09-10|DIACERINA + MELOXICAM 50MG/15MG C/20 CAP.|1341|0|0
|10|0|0|2015-09-10|DIAZEPAM + DEXTROPROPOXIFENO + PARACETAMOL C/20 TAB. (II)|590|0|0
|18|0|0|2015-09-10|DIAZEPAM 10MG C/20 COMP. (II)|598|0|0
|6|0|0|2015-09-10|DICLOFENACO + CODEINA 50MG/50MG C/20 TAB.|2960|0|0
|19|0|0|2015-09-10|DICLOFENACO + COLESTIRAMINA 140MG C/20 CAP.|2548|0|0
|1034|0|0|2015-09-10|DICLOFENACO 1.160% GEL C/60GR|371|0|0
|294|0|0|2015-09-10|DICLOFENACO POTASICO 0.18MG/100 SUSP. FCO C/120ML|2807|0|0
|251|0|0|2015-09-10|DICLOFENACO POTASICO 15MG SUSP. GOTAS C/20ML|2611|0|0
|161|0|0|2015-09-10|DICLOFENACO POTASICO 25MG C/20 GRAGEAS|165|0|0
|491|0|0|2015-09-10|DICLOFENACO SODICO + B1 + B6 +B12 50MG/50MG/50MG/0.25MG C/30 GRAGEAS|377|0|0
|283|0|0|2015-09-10|DICLOFENACO SODICO 100MG LIB. PROL. C/20 GRAGEAS|292|0|0
|6|0|0|2015-09-10|DICLOFENACO SODICO 1MG SOL. OFT. FCO. C/5ML|1508|0|0
|66|0|0|2015-09-10|DICLOFENACO SODICO 75MG/3ML SOL. INY. ENV. C/2 AMP.|295|0|0
|40|0|0|2015-09-10|DICLOXACILINA 250MG SUSP. FCO. C/60ML|1509|0|0
|156|0|0|2015-09-10|DICLOXACILINA 500MG C/20 CAP.|1510|0|0
|6|0|0|2015-09-10|DIENOGEST 2MG C/28 TAB.|2961|0|0
|145|0|0|2015-09-10|DIFENHIDRAMINA + GUAIFENESINA 28MG JARABE FCO C/150ML|114|0|0
|145|0|0|2015-09-10|DIFENIDOL 25MG C/30 TAB.|2659|0|0
|24|0|0|2015-09-10|DIFENIDOL 40MG/2ML SOL. INY. C/2 AMP.|273|0|0
|20|0|0|2015-09-10|DIGOXINA 0.25MG C/60 TAB.|2816|0|0
|61|0|0|2015-09-10|DILTIAZEM 120MG LIB. PROL. C/20 TAB.|2817|0|0
|18|0|0|2015-09-10|DILTIAZEM 180MG LIB. PROL. C/12 TAB.|2818|0|0
|5|0|0|2015-09-10|DILTIAZEM 240MG C/10 TAB.|103|0|0
|107|0|0|2015-09-10|DILTIAZEM 30MG C/30 COMPS.|2857|0|0
|22|0|0|2015-09-10|DILTIAZEM 60MG C/30 COMPS.|82|0|0
|33|0|0|2015-09-10|DILTIAZEM 90MG C/20 TAB.|28|0|0
|7|0|0|2015-09-10|DIMENHIDRINATO 25GR SUP. INF. C/5 SUPOSITORIOS|2651|0|0
|18|0|0|2015-09-10|DIMENHIDRINATO 50MG C/20 TAB.|2652|0|0
|40|0|0|2015-09-10|DIMENHIDRINATO JARABE FCO. C/120ML|284|0|0
|179|0|0|2015-09-10|DIMETICONA + GUAIAZULENE C/14 SOBRES|2689|0|0
|352|0|0|2015-09-10|DIMETICONA + PANCREATINA + EXTRACTO SECO BILIS DE BUEY CELULOSA DEL ASPERGILLUS NIGER CON CAPA E C/50 GRAGEAS|327|0|0
|45|0|0|2015-09-10|DIMETICONA GOTAS C/30ML|323|0|0
|54|0|0|2015-09-10|DIMETICONA PANCREATINA 170MG/80MG C/30 GRAGEAS|1094|0|0
|18|0|0|2015-09-10|DINITRATO DE ISOSORBIDA 5MG C/20 TAB.|2859|0|0
|1027|0|0|2015-09-10|DIOSMINA + HESPERIDINA 500MG C/20 TAB.|296|0|0
|30|0|0|2015-09-10|DIPROPINATO DE BETAMETASONA + CALCIPOTRIOL 5MG/50MG TUBO UNG?ENTO C/30GR|1026|0|0
|6|0|0|2015-09-10|DIYODOHIDROXIQUINOLEINA 4.2GR FCO. C/120ML|2636|0|0
|85|0|0|2015-09-10|DOMPERIDONA 10MG C/30 TAB.|2649|0|0
|18|0|0|2015-09-10|DOMPERIDONA SUSP. C/60ML|1011|0|0
|62|0|0|2015-09-10|DORZOLAMIDA + TIMOLOL GOTAS OFT. FCO. C/5ML|251|0|0
|100|0|0|2015-09-10|DOXICICLINA 100MG C/10 CAP.|283|0|0
|16|0|0|2015-09-10|DOXICICLINA 50MG C/28 CAP.|2828|0|0
|36|0|0|2015-09-10|DROPROPIZINA 30MG C/15 TAB. |2413|0|0
|12|0|0|2015-09-10|DROPROPIZINA JARABE C/120ML|2230|0|0
|165|0|0|2015-09-10|EBASTINA 20MG C/30 OBLEAS|1053|0|0
|10|0|0|2015-09-10|EFAVIRENZ 600MG C/30 COMP.|1571|0|0
|2|0|0|2015-09-10|ELECTROLITOS ORALES SOL. GLUCOSA 20GR C/25 SOBRES|328|0|0
|18|0|0|2015-09-10|EMTRICITABINA + TENOFOVIR DISOPROXIL FUMARATO C/30 TAB.|854|0|0
|326|0|0|2015-09-10|ENALAPRIL 10MG C/30 TAB.|2679|0|0
|102|0|0|2015-09-10|ENALAPRIL 5MG C/30 TAB.|1513|0|0
|44|0|0|2015-09-10|ENANTATO DE PRASTERONA + VALERATO DE ESTRADIOL 200MG/4MG C/1 JER. PRELLENADA DE 1ML|138|0|0
|6|0|0|2015-09-10|ENFAMIL PEMIUM 1 FORMULA LACTEA 1 PREMIUM LATA 400GR|347|0|0
|6|0|0|2015-09-10|ENFAMIL SOYA FORMULA LACTEA LATA PVO 400GR|2584|0|0
|18|0|0|2015-09-10|ENOXAPARINA SODICA 40MG/0.4ML C/2 JER.S PRELLENADAS|179|0|0
|41|0|0|2015-09-10|ENOXAPARINA SODICA 60MG/0.4ML C/2 JER.S PRELLENADAS|2496|0|0
|52|0|0|2015-09-10|EPINASTINA 0.05% SOL. FCO. GOTERO C/5ML|2427|0|0
|17|0|0|2015-09-10|EPLERENONA 25MG C/30 TAB.|445|0|0
|21|0|0|2015-09-10|ERDOSTEINA 300MG C/20 CAP.|1820|0|0
|12|0|0|2015-09-10|ERDOSTEINA SOL. C/90ML|2963|0|0
|95|0|0|2015-09-10|ERGOTAMINA + ACIDO ACETILSALICILICO + CAFEINA 1MG/400MG/50MG C/36 TAB. (II)|773|0|0
|8|0|0|2015-09-10|ERITROMICINA 250MG/5ML SUSP. C/100ML|2564|0|0
"|35|0|0|2015-09-10|""ERITROPOYETINA HUMANA 50|000UI/10ML INY. C/1 AMP.""|2717|0|0"
|2|0|0|2015-09-10|ERLOTINIB 150MG C/30 TAB.|1903|0|0
|290|0|0|2015-09-10|ESCITALOPRAM 10MG C/28 TAB.|497|0|0
|34|0|0|2015-09-10|ESOMEPRAZOL 10MG C/28 SOBRES GRANULADOS|2281|0|0
|135|0|0|2015-09-10|ESPIRONOLACTONA + FUROSEMIDA 50MG/20MG C/16 CAP.|483|0|0
|32|0|0|2015-09-10|ESPIRONOLACTONA 100MG C/30 TAB.|2573|0|0
|30|0|0|2015-09-10|ESPIRONOLACTONA 25MG C/30 TAB.|2572|0|0
|509|0|0|2015-09-10|ESPORAS DE BACILLUS CLAUSII 2 BILLONES UFC C/20 AMP.|1126|0|0
|26|0|0|2015-09-10|ESTOLATO DE ERITROMICINA 500MG C/20 TAB.|1905|0|0
|25|0|0|2015-09-10|ESTRADIOL + DROSPIRENONA 1MG/2MG C/28 COMPS. RECUB.|1375|0|0
|19|0|0|2015-09-10|ESTRADIOL + NORGESTREL 2MG/0.5MG C/21 GRAGEAS (11 BLANCAS Y 10 COLOR)|682|0|0
|40|0|0|2015-09-10|ESTRADIOL + TRIMEGESTONA CONTINUO 1MG/.125MG C/28 GRAGEAS|842|0|0
|6|0|0|2015-09-10|ESTRADIOL + TRIMEGESTONA SECUENCIAL 1MG/.250MG C/28 GRAGEAS|843|0|0
|14|0|0|2015-09-10|ESTROGENOS CONJUGADOS 0.625MG C/42 TAB.|2855|0|0
|182|0|0|2015-09-10|ESTROGENOS CONJUGADOS DE ORIGEN EQUINO TUBO C/43GR|679|0|0
|47|0|0|2015-09-10|ETAMSILATO 500MG C/20 COMP.|272|0|0
|18|0|0|2015-09-10|ETANERCEPT 25MG FCO. C/4 AMP.|349|0|0
|263|0|0|2015-09-10|ETINILESTRADIOL + DROSPIRENONA 0.03MG/3.0MG C/21 GRAGEAS|899|0|0
|38|0|0|2015-09-10|ETINILESTRADIOL + DROSPIRENONA 3MG 24/4 C/28 COMP.|2741|0|0
|45|0|0|2015-09-10|ETOFENAMATO TUBO CREMA C/40GR|112|0|0
|228|0|0|2015-09-10|ETORICOXIB 120MG C/7 COMP.|941|0|0
|590|0|0|2015-09-10|ETORICOXIB 90MG C/14 COMP.|965|0|0
|2|0|0|2015-09-10|ETRAVIRINA 100MG FCO. C/120 TAB.|2438|0|0
|452|0|0|2015-09-10|EXTRACTO DE CASTA¢A DE LA INDIA C/30 GRAGEAS|867|0|0
|891|0|0|2015-09-10|EZETIMIBA + SIMVASTATINA 10MG/20MG C/28 COMP.|910|0|0
|52|0|0|2015-09-10|EZETIMIBA 10MG C/28 TAB.|909|0|0
|10|0|0|2015-09-10|FELODIPINO + METOPROLOL 5/47.5MG C/14 TAB.|1176|0|0
|79|0|0|2015-09-10|FENITOINA SODICA 100MG C/50 CAP.|2834|0|0
|10|0|0|2015-09-10|FENITOINA SODICA SUSP. C/237ML|2833|0|0
|7|0|0|2015-09-10|FENOBARBITAL 100MG C/40 TAB. (II)|579|0|0
|457|0|0|2015-09-10|FENOFIBRATO 160MG C/30 CAP.|1190|0|0
|61|0|0|2015-09-10|FENTERMINA 15MG C/30 TAB.|2964|0|0
|149|0|0|2015-09-10|FEXOFENADINA + FENILEFRINA 60MG/25MG C/10 TAB.|2579|0|0
|102|0|0|2015-09-10|FEXOFENADINA 120MG C/10 COMP.|93|0|0
|153|0|0|2015-09-10|FEXOFENADINA 180MG C/10 COMP.|2844|0|0
|155|0|0|2015-09-10|FEXOFENADINA 6MG/ML SUSP. FCO. C/150ML|2553|0|0
|2|0|0|2015-09-10|FILGRASTIM 300MCG C/1 JER. PRECARGADA DE 1ML|2869|0|0
|95|0|0|2015-09-10|FINASTERIDE 5MG C/30 GRAGEAS|2694|0|0
|6|0|0|2015-09-10|FINGOLIMOD 0.5MG C/28 CAP.|2925|0|0
|12|0|0|2015-09-10|FLEET FOSFOSODA SOL. ORAL C/45ML|2965|0|0
|34|0|0|2015-09-10|FLOROGLUCINOL + TRIMETILFLOROGLUCINOL 80MG/80MG C/20 CAP.|2840|0|0
|42|0|0|2015-09-10|FLUCONAZOL 100MG C/10 CAP.|361|0|0
|435|0|0|2015-09-10|FLUCONAZOL 150MG C/1 CAP.|373|0|0
|49|0|0|2015-09-10|FLUCONAZOL+ TINIDAZOL 37.5MG/500MG C/4 TAB.|1262|0|0
|4|0|0|2015-09-10|FLUDROCORTISONA 0.1MG C/100 TAB.|1316|0|0
|42|0|0|2015-09-10|FLUNARIZINA 10MG C/20 TAB.|607|0|0
|6|0|0|2015-09-10|FLUOCINULON ACETONIDA Y HIDROQUINONA + TITRTINOINA 4%/.05% CREMA C/15GR |1285|0|0
|6|0|0|2015-09-10|FLUOROMETOLONA 1% SOL. OFT. FCO. C/5ML|379|0|0
|220|0|0|2015-09-10|FLUOXETINA 20MG C/14 CAP.|2570|0|0
|25|0|0|2015-09-10|FLUTICASONA 0.5MG/2ML C/10 AMP.|1069|0|0
|14|0|0|2015-09-10|FLUTICASONA 250MCG FCO. PRESURIZADO C/60 DOSIS|360|0|0
|9|0|0|2015-09-10|FLUTICASONA 50MCG SPRAY C/120 DOSIS |2491|0|0
|9|0|0|2015-09-10|FLUVOXAMINA 100MG C/15 GRAGEAS|516|0|0
|6|0|0|2015-09-10|FORMOTEROL + BECLOMETASONA FCO. SPRAY C/120 DOSIS|3018|0|0
|18|0|0|2015-09-10|FORMULA LACTEA DE TERMINO DE 0 A 6 (ETAPA 1) LATA C/350GR|2739|0|0
|10|0|0|2015-09-10|FORMULA PREMATUROS FORMULA LACTEA LATA C/400GR|1022|0|0
|6|0|0|2015-09-10|FOSFATO MONOSODICO 12GR + CIDRATO DE SODI ENEMA EVACUANTE C/133ML|378|0|0
|115|0|0|2015-09-10|FOSFATO SODICO DE DEXAMETASONA 4MG/ML C/1 AMP. DE 2ML|2853|0|0
|2|0|0|2015-09-10|FOSFOMICINA 500MG C/12 CAP.|2242|0|0
|40|0|0|2015-09-10|FURAZOLIDONA + CAOLIN Y PECTINA SUSP. C/120ML|2835|0|0
|14|0|0|2015-09-10|FUROSEMIDA 20MG C/36 TAB.|484|0|0
|65|0|0|2015-09-10|FUROSEMIDA 40MG C/20 TAB.|369|0|0
|165|0|0|2015-09-10|GABAPENTINA 300MG C/30 CAP.|2643|0|0
|40|0|0|2015-09-10|GABAPENTINA 400MG C/15 CAP.|148|0|0
|4|0|0|2015-09-10|GATIFLOXACINA FCO. GOTERO C/5ML|1050|0|0
|35|0|0|2015-09-10|GEMFIBROZILO 600MG C/14 TAB.|945|0|0
|4|0|0|2015-09-10|GLATIRAMER 20MG/ML SOL. INY. C/28 JER. PRELLENADA|224|0|0
|166|0|0|2015-09-10|GLIBENCLAMIDA + METFORMINA 5MG/1000MG C/40 TAB.|790|0|0
|61|0|0|2015-09-10|GLIBENCLAMIDA 5MG C/50 TAB.|1418|0|0
|2|0|0|2015-09-10|GLICERINA + POLISORBAPO 1%/80al1% SOL. OFT. C/20 ENVASES UNIDOSIS DE 0.4ML|2251|0|0
|8|0|0|2015-09-10|GLICEROL SUP. PED. C/10|331|0|0
|6|0|0|2015-09-10|GLICOPIRRONIO + INDACATEROL C/30 CAP. INHALACI?N|3017|0|0
|218|0|0|2015-09-10|GLIMEPERIDINA + METFORMINA 1000MG/4MG C/16 TAB.|1868|0|0
|248|0|0|2015-09-10|GLIMEPIRIDA 4MG C/30 TAB.|1420|0|0
|6|0|0|2015-09-10|GLUCONATO DE POTASIO GK C/10 SOBRES|1232|0|0
|2|0|0|2015-09-10|GOSERELINA IMPLANTE CILINDRICO 3.6MG + JER. MONODOSICA|906|0|0
|8|0|0|2015-09-10|HALOPERIDOL 10MG C/20 TAB.|1421|0|0
|10|0|0|2015-09-10|HALOPERIDOL 2MG SOL. FCO. C/15ML|583|0|0
|2|0|0|2015-09-10|HALOPERIDOL 5MG C/20 TAB.|584|0|0
|133|0|0|2015-09-10|HEMITARTRATO DE ZOLPIDEM 10MG C/30 TAB. (III)|632|0|0
|18|0|0|2015-09-10|HIALUNARATO DE SODIO 4.0MG D.U. C/20 ENVASES DE 0.5ML|1112|0|0
|6|0|0|2015-09-10|HIALUNORATO DE SODIO + SULFATO DE CODROINTIN SOL. OFT.|1627|0|0
|172|0|0|2015-09-10|HIDROCLOROTIAZIDA 25MG C/20 TAB.|81|0|0
|52|0|0|2015-09-10|HIDROCORTISONA 1GR/100ML FCO. LOCION C/120ML|624|0|0
|130|0|0|2015-09-10|HIDROCORTISONA CREMA C/30GR|1523|0|0
|7|0|0|2015-09-10|HIDROQUINONA CREMA AL 4% TUBO C/30GR|317|0|0
|8|0|0|2015-09-10|HIDROQUINONA SILICATO DE MAGNESIO 4% TUBO CREMA C/30GR|1091|0|0
|22|0|0|2015-09-10|HIDROSMINA 200MG C/20 CAP.|1730|0|0
|91|0|0|2015-09-10|HIDROXICINA 10MG C/30 TAB.|102|0|0
|42|0|0|2015-09-10|HIDROXIDO DE MAGNESIO 8.5GR SUSP. C/180ML|499|0|0
|163|0|0|2015-09-10|HIDROXIPROPILMETILCELULOSA + DEXTRAN SOL OFT. GOTAS FCO C/15ML|613|0|0
|81|0|0|2015-09-10|HIDROXIPROPILMETILCELULOSA + DEXTRAN UNGUENTO TUBO C/3.5GR|612|0|0
|28|0|0|2015-09-10|HIDROXOCABALAMINA TIAMINA PIRIDOXINA C/5 AMP. Y JER.|2861|0|0
|128|0|0|2015-09-10|HIERRO ACIDO FOLICO C/30 GRAGEAS|2823|0|0
|18|0|0|2015-09-10|HIERRO AMINOQUELADO 20MG/ML SOL. ORAL FCO C/15ML|384|0|0
|16|0|0|2015-09-10|HIERRO DEXTRAN 100MG/2ML SOL. INY. C/3 AMP.|425|0|0
|14|0|0|2015-09-10|HIPROMELOSA SOL. OFT GOTAS C/15ML|1437|0|0
|607|0|0|2015-09-10|IBUPROFENO + PARACETAMOL 325MG C/20 TAB.|2608|0|0
|211|0|0|2015-09-10|IBUPROFENO 200MG C/10 TAB.|2802|0|0
|424|0|0|2015-09-10|IBUPROFENO 2GR/100ML SUSP. 120ML|55|0|0
|881|0|0|2015-09-10|IBUPROFENO 400MG C/10 TAB.|2678|0|0
|22|0|0|2015-09-10|IMIQUIMOD SOBRES 250MG AL 5% C/12 SOBRES|15|0|0
|28|0|0|2015-09-10|INDACATEROL 150MG C/30 CAP.|2918|0|0
|271|0|0|2015-09-10|INDOMETACINA + METOCARBAMOL + BETAMETASONA 25/215/75MG C/20 TAB.|2660|0|0
|18|0|0|2015-09-10|INDOMETACINA 25MG C/30 CAP.|437|0|0
|36|0|0|2015-09-10|INDOMETACINA 50MG C/28 CAP.|525|0|0
|4|0|0|2015-09-10|INFLIXIMAB F.A. 100MG C/20ML|736|0|0
|48|0|0|2015-09-10|INSULINA ASPARTICA ADN RECOM 100UI/1ML 3ML C/5 CARTUCHO|1211|0|0
"|95|0|0|2015-09-10|""INSULINA BASAL ANALOGA DETEMIR 1|500UI C/PLUMAS JER. PRELLENADA""|2967|0|0"
|1720|0|0|2015-09-10|INSULINA GLARGINA JER. DESECHABLE PRECARGADA (300 UI/ml) C/3ML|2919|0|0
|42|0|0|2015-09-10|INSULINA HUMANA 70/30 CARTUCHO C/300U C/2X3ML|427|0|0
|106|0|0|2015-09-10|INSULINA HUMANA NPH CARTUCHO 100UI C/2X3ML|421|0|0
"|12|0|0|2015-09-10|""INSULINA HUMANA RAPIDA 1|000UI FCO. C/10ML""|2639|0|0"
|194|0|0|2015-09-10|INSULINA LISPRO + PROTAMINA 2X3ML C/300 UNIDADES|420|0|0
|128|0|0|2015-09-10|INSULINA LISPRO C/1000 UNIDADES|419|0|0
"|6|0|0|2015-09-10|""INTERFERON BETA-1a 30MCG (6|000|000 UI) C/1 JER. PRELLENADA""|68|0|0"
|91|0|0|2015-09-10|IPRATROPIO + SALBUTAMOL 20MCG/100MCG SUSP. AEROSOL FCO. C/120 DOSIS|186|0|0
|202|0|0|2015-09-10|IPRATROPIO + SALBUTAMOL MONODOSIS 0.5MG/2.5MG NEBUL. C/10 AMP.|187|0|0
|24|0|0|2015-09-10|ISOCONAZOL 600MG C/1 OVULO|434|0|0
|30|0|0|2015-09-10|ISOCONAZOL TUBO CREMA C/40GR Y 7 APLICADORES|433|0|0
|5|0|0|2015-09-10|ISONIAZIDA 100MG C/200 TAB.|2009|0|0
|43|0|0|2015-09-10|ISOTRETINOINA 10MG C/30 CAP.|2412|0|0
|57|0|0|2015-09-10|ITOPRIDA 50MG C/30 TAB.|2747|0|0
|22|0|0|2015-09-10|ITRACONAZOL + SECNIDAZOL C/12 CAP.|1370|0|0
|97|0|0|2015-09-10|ITRACONAZOL 100MG C/15 CAP.|443|0|0
|161|0|0|2015-09-10|IVERMECTINA 6MG C/2 TAB.|442|0|0
|35|0|0|2015-09-10|KETANSERINA + BENZOCAINA 2% TUBO GEL C/78GR|798|0|0
|28|0|0|2015-09-10|KETANSERINA + METRONIDAZOL + MICONAZOL 36MG C/10 OVULOS|2245|0|0
|57|0|0|2015-09-10|KETOCONAZOL 2/100ML SHAMPOO C/1|840|0|0
|26|0|0|2015-09-10|KETOCONAZOL 200MG C/10 TAB.|2625|0|0
|75|0|0|2015-09-10|KETOCONAZOL POLVO TALCO FCO. C/60GR|191|0|0
|232|0|0|2015-09-10|KETOCONAZOL TUBO CREMA C/30GR|472|0|0
|169|0|0|2015-09-10|KETOPROFENO 100MG C/15 CAP.|463|0|0
|404|0|0|2015-09-10|KETOROLACO + TRAMADOL 10MG/25MG C/10 CAP.|2796|0|0
|69|0|0|2015-09-10|KETOROLACO + TRAMADOL 10MG/25MG SUBLINGUAL C/4 TAB.|2656|0|0
|300|0|0|2015-09-10|KETOROLACO 30MG SUBLINGUAL C/4 TAB.|1431|0|0
|879|0|0|2015-09-10|KETOROLACO TROMETAMINA 10MG C/10 TAB.|2692|0|0
|16|0|0|2015-09-10|LACOSAMIDA 100MG C/28 TAB.|2990|0|0
|224|0|0|2015-09-10|LACTOBACILLUS CASEI VARIEDAD RHAMNOSUS 250MG C/12 CAP.|510|0|0
|7|0|0|2015-09-10|LACTULOSA + PARAFINA LIQUIDA + PARAFINA BLANCA GEL ORAL FCO. C/150GR|2968|0|0
|192|0|0|2015-09-10|LACTULOSA 66.66GR JARABE FCO. C/125ML|1881|0|0
|2|0|0|2015-09-10|LAMIVUDINA + ZIDOVUDINA 150/300MG C/60 TAB.|188|0|0
|8|0|0|2015-09-10|LAMOTRIGINA 25MG C/28 TAB. DISP.|709|0|0
|232|0|0|2015-09-10|LAMOTRIGINA 50MG /28 TAB.|1774|0|0
|6|0|0|2015-09-10|LANSOPRAZOL + CLARITROMICINA + AMOXICILINA 30/500/500MG C/7 BLISTER (2/2/4 CAP.)|1284|0|0
|47|0|0|2015-09-10|LATANOPROST 0.005% SOL. OFT. FCO. C/2.5ML|2862|0|0
|91|0|0|2015-09-10|LEFLUNOMIDA 20MG C/30 COMP.|34|0|0
|1|0|0|2015-09-10|LENALIDOMIDA 10MG CAP.|2991|0|0
|2|0|0|2015-09-10|LETROZOL 2.5MG C/30 GRAGEAS|355|0|0
|6|0|0|2015-09-10|LEUPRORELINA 22.5MG C/1 AMP.|2911|0|0
|6|0|0|2015-09-10|LEUPRORELINA 3.75MG C/1 AMP. DE 2ML|2821|0|0
|3|0|0|2015-09-10|LEVAMISOL 50MG C/2 TAB.|1536|0|0
|204|0|0|2015-09-10|LEVETIRACETAM 500MG C/30 TAB.|469|0|0
|12|0|0|2015-09-10|LEVETIRACETAM SOL. 100MG C/150ML|2023|0|0
|225|0|0|2015-09-10|LEVOCETIRIZINA 5MG C/10 TAB.|2800|0|0
|25|0|0|2015-09-10|LEVOCETIRIZINA GOTAS C/10ML|2736|0|0
|47|0|0|2015-09-10|LEVODOPA + CARBIDOPA + ENTACAPONA 200MG/100MG/25MG C/30 TAB.|564|0|0
|3|0|0|2015-09-10|LEVODOPA + CARBIDOPA 250MG/25MG C/100 TAB.|576|0|0
|120|0|0|2015-09-10|LEVOFLOXACINO 500MG C/7 TAB.|2621|0|0
|89|0|0|2015-09-10|LEVOFLOXACINO 750MG C/7 TAB.|2737|0|0
|48|0|0|2015-09-10|LEVONORGESTREL + ETINILESTRADIOL 0.15MG/.03MG C/21 GRAGEAS|2693|0|0
|80|0|0|2015-09-10|LEVOTIROXINA SODICA + LIOTIRONINA 100MCG/20MCG C/50 TAB.|622|0|0
|479|0|0|2015-09-10|LEVOTIROXINA SODICA 100MCG C/50 TAB.|502|0|0
|211|0|0|2015-09-10|LEVOTIROXINA SODICA 25MCG C/50 TAB.|343|0|0
|294|0|0|2015-09-10|LEVOTIROXINA SODICA 50MCG C/50 TAB.|937|0|0
|327|0|0|2015-09-10|LEVOTIROXINA SODICA 75MCG C/50 TAB.|938|0|0
|26|0|0|2015-09-10|LIDOCAINA + HIDROCORTISONA + SUBACETATO C/12 SUP.|896|0|0
|59|0|0|2015-09-10|LIDOCAINA + HIDROCORTISONA TUBO UNG. C/20GR y APLICADOR|2808|0|0
|6|0|0|2015-09-10|LIDOCAINA + PRILOCAINA CREMA C/30GR.|1210|0|0
|2|0|0|2015-09-10|LIDOCAINA 10% AER C/115ML SPRAY|1438|0|0
|25|0|0|2015-09-10|LINACLOTIDE .29MG C/30 CAP.|3023|0|0
|10|0|0|2015-09-10|LINEZOLID 600MG C/10 TAB.|1060|0|0
|10|0|0|2015-09-10|LIOFILIZADO ESTANDARIZADO DE LISADO BACTERIANOS INFANTIL 3.5MGS. C/10 CAP.|135|0|0
|16|0|0|2015-09-10|LIOFILIZADO ESTANDARIZADO DE LISADOS BACTERIANOS CAPSULAS ADULTOS 7MG C/10 CAP.|1795|0|0
|27|0|0|2015-09-10|LIRAGLUTIDE 0.6MG FLEXPEN|2969|0|0
|6|0|0|2015-09-10|LISINA + MONOCLORHIDRATO POTASIO + CLORURO + BICARBONATO C/50 TAB. EFER.|254|0|0
|12|0|0|2015-09-10|LISURIDA 0.2MG C/28 TAB.|281|0|0
|124|0|0|2015-09-10|LOPERAMIDA 2MG C/12 TAB.|515|0|0
|6|0|0|2015-09-10|LOPINAVIR + RITONAVIR 200MG/50MG C/120 TAB.|1759|0|0
|572|0|0|2015-09-10|LORATADINA + AMBROXOL 5MG/30MG/5ML JBE. C/120ML|376|0|0
|303|0|0|2015-09-10|LORATADINA + BETAMETASONA 10MG/5MG SOL. C/60ML|2876|0|0
|447|0|0|2015-09-10|LORATADINA + BETAMETASONA 5.0MG/0.25MG C/10 TAB.|1440|0|0
|231|0|0|2015-09-10|LORATADINA + FENILEFRINA 5/30MG C/10 GRAGEAS|2845|0|0
|254|0|0|2015-09-10|LORATADINA + FENILEFRINA SOL. INF. C/60ML|2618|0|0
|370|0|0|2015-09-10|LORATADINA 10MG C/20 GRAGEAS|496|0|0
|238|0|0|2015-09-10|LORATADINA 5MG/5ML SOL. C/60ML|1885|0|0
|76|0|0|2015-09-10|LORAZEPAM 2MG C/40 TAB. (II)|575|0|0
|56|0|0|2015-09-10|L-ORNITINA + L-ASPARTATO 3GR C/10 SOBRES GRANULADOS|432|0|0
|194|0|0|2015-09-10|LOSARTAN + HIDROCLOROTIAZIDA 50MG/12.5MG C/30 COMP.|2620|0|0
|358|0|0|2015-09-10|LOSARTAN 50MG C/30 TAB.|2602|0|0
|100|0|0|2015-09-10|L-TARTRATO DE TOLTERODINA 2MG C/28 TAB.|2863|0|0
|38|0|0|2015-09-10|LUTENIA + ZEAXANTINA SUPLEMENTO ALIMENTICIO DE LIB PROLONGADA 57GR C/60 TAB.|926|0|0
|375|0|0|2015-09-10|MAGALDRATO + DIMETICONA 8GR/1GR C/250ML|2591|0|0
|51|0|0|2015-09-10|MALEATO DE CLORFENAMINA 4MG C/20 TAB.|1889|0|0
|2|0|0|2015-09-10|MALEATO DE ERGOMETRINA 0.2MG C/20 TAB.|344|0|0
|12|0|0|2015-09-10|MALEATO DE TIMOLOL SOL. OFT. 5% C/15ML|451|0|0
|2|0|0|2015-09-10|MARAVIROC 300MG C/60 TAB.|2993|0|0
|6|0|0|2015-09-10|MEBENDAZOL 100MG C/6 TAB.|2600|0|0
|4|0|0|2015-09-10|MEBENDAZOL SUSP. FCO. C/30ML|2626|0|0
|68|0|0|2015-09-10|MEBENDAZOL+ QUINFAMIDA 300MG/150MG C/2 TAB.|2601|0|0
|36|0|0|2015-09-10|MECLIZINA + PIRIDOXINA + LIDOCAINA C/1 AMP.|2841|0|0
|194|0|0|2015-09-10|MECLIZINA + PIRIDOXINA 25MG/50MG C/25 TAB.|2635|0|0
|157|0|0|2015-09-10|MECLIZINA + PIRIDOXINA JARABE FCO. C/120ML|124|0|0
|163|0|0|2015-09-10|MEDIAS ELASTICAS MED. COMP DEBAJO DE LA RODILLAS MATERIAL DE CURACION (MEDIANA)|1893|0|0
|22|0|0|2015-09-10|MEDROXIPROGESTERONA 10MG C/10 TAB.|1555|0|0
