FORMATO DE REQUISICIÖN,,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,,
,,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,,
,,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,,
ave,,,,,,carlos cantu,,,,
,,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,GEN/PAT,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,75,0,0,14/09/2015,CLORHIDRATO DE BROMHEXINA JARABE C/100ML,1874,,0,$0.00,$0.00
,65,0,0,14/09/2015,CLORHIDRATO DE DULOXETINA 60MG C/28 CAPS.,210,,0,$0.00,$0.00
,81,0,0,14/09/2015,CLORHIDRATO DE IMIPRAMINA 25MG C/20 TAB.,2367,,0,$0.00,$0.00
,7,0,0,14/09/2015,CLORHIDRATO DE METILFENIDATO 10MG C/30 COMP. (III),592,,0,$0.00,$0.00
,6,0,0,14/09/2015,CLORHIDRATO DE METILFENIDATO 30MG C/30 CAP. (II),998,,0,$0.00,$0.00
,17,0,0,14/09/2015,CLORHIDRATO DE METILFENIDATO 36MG C/30TAB. (II),228,,0,$0.00,$0.00
,302,0,0,14/09/2015,CLORHIDRATO DE PAROXETINA 20MG C/10 TAB.,1877,,0,$0.00,$0.00
,84,0,0,14/09/2015,CLORHIDRATO DE TRAMADOL 100MG C/10 TAB.,855,,0,$0.00,$0.00
,71,0,0,14/09/2015,CLORHIDRATO DE TRAMADOL 100MG/ML GOTAS C/10ML,1880,,0,$0.00,$0.00
,97,0,0,14/09/2015,CLORHIDRATO DE TRAMADOL 50MG C/10 CAP.,976,,0,$0.00,$0.00
,12,0,0,14/09/2015,CLORMADINONA + MESTRANOL 2MG/80MCG C/21 TAB.,764,,0,$0.00,$0.00
,6,0,0,14/09/2015,CLORMADINONA 2MG C/20 TAB.,493,,0,$0.00,$0.00
,19,0,0,14/09/2015,CLORMADINONA 5MG C/20 TAB.,494,,0,$0.00,$0.00
,2,0,0,14/09/2015,CLORPROMAZINA 25MG C/50 COMP. (III),522,,0,$0.00,$0.00
,89,0,0,14/09/2015,CLORTALIDONA 50MG C/20 TAB.,182,,0,$0.00,$0.00
,6,0,0,14/09/2015,CLORURO DE SODIO 10% SOL OFT. FCO. 10ML,415,,0,$0.00,$0.00
,8,0,0,14/09/2015,CLORURO DE SODIO 5% SOL OFT. FCO. 10ML,416,,0,$0.00,$0.00
,6,0,0,14/09/2015,CLORURO DE SODIO 5% UNG?ENTO OFT. TUBO 5GR,417,,0,$0.00,$0.00
,106,0,0,14/09/2015,CLORURO DE SODIO Y GLICEROL 30ML ADTO. SOL. FCO C/30ML,2754,,0,$0.00,$0.00
,89,0,0,14/09/2015,CLOTRIMAZOL 10MG TUBO CREMA C/20GR,1505,,0,$0.00,$0.00
,95,0,0,14/09/2015,CLOTRIMAZOL 20GR CREMA C/3 APLICADORES,334,,0,$0.00,$0.00
,2,0,0,14/09/2015,CLOZAPINA 100MG C/30 TAB. (II),606,,0,$0.00,$0.00
,16,0,0,14/09/2015,COLCHICINA 1MG C/20 TAB.,185,,0,$0.00,$0.00
,6,0,0,14/09/2015,COMPLEJO B SOL. INY. FCO. C/10ML,189,,0,$0.00,$0.00
,10,0,0,14/09/2015,DANAZOL 100MG C/50 TAB.,2810,,0,$0.00,$0.00
,314,0,0,14/09/2015,DAPAGLIFOZINA 10MG C/14 TAB.,2952,,0,$0.00,$0.00
,2,0,0,14/09/2015,DAPSONA 100MG C/50 TAB.,962,,0,$0.00,$0.00
,13,0,0,14/09/2015,DARBEPOETINA ALFA 500MCG JER. PRELLENADA,2985,,0,$0.00,$0.00
,1,0,0,14/09/2015,DARUNAVIR 400MG C/60 TAB.,2986,,0,$0.00,$0.00
,16,0,0,14/09/2015,DECANOATO DE FLUPENTIXOL 20MG C/1 AMP. DE 2ML (III),580,,0,$0.00,$0.00
,1,0,0,14/09/2015,DEFERASIROX 500MG C/28 COMP.,2921,,0,$0.00,$0.00
,294,0,0,14/09/2015,DEFLAZACORT 6MG C/20 TAB.,2811,,0,$0.00,$0.00
,145,0,0,14/09/2015,DESLORATADINA 50MG JARABE FCO C/120ML,69,,0,$0.00,$0.00
,335,0,0,14/09/2015,DESLORATADINA 5MG C/30 TAB.,45,,0,$0.00,$0.00
,2,0,0,14/09/2015,DESMOPRESINA 10MCG C/25 DOSIS POR FCO SPRAY,2813,,0,$0.00,$0.00
,90,0,0,14/09/2015,DESOGESTREL 0.075MG C/28 TAB.,2225,,0,$0.00,$0.00
,10,0,0,14/09/2015,DESVENLAFAXINA 100ML C/28 COMP.,2899,,0,$0.00,$0.00
,31,0,0,14/09/2015,DESVENLAFAXINA 50MG C/28 COMP.,2905,,0,$0.00,$0.00
,28,0,0,14/09/2015,DEXAMETASONA + FENILEFRINA SOL. OFT. FCO. C/10ML,1506,,0,$0.00,$0.00
,26,0,0,14/09/2015,DEXAMETASONA + TOBRAMICINA UNGUENTO OFT. TUBO C/3.5GR,2676,,0,$0.00,$0.00
,8,0,0,14/09/2015,DEXAMETASONA 0.5MG C/30 TAB.,2777,,0,$0.00,$0.00
,63,0,0,14/09/2015,DEXAMETASONA 1MG/ML SOL. OFT. GOTAS C/5ML,2814,,0,$0.00,$0.00
,135,0,0,14/09/2015,DEXKETOPROFENO TROMETAMOL 25MG C/10 TAB.,1241,,0,$0.00,$0.00
,681,0,0,14/09/2015,DEXLANSOPRAZOL 30MG C/14 CAP.,2953,,0,$0.00,$0.00
,9,0,0,14/09/2015,DEXPANTENOL 5% TUBO GEL C/10GR,1006,,0,$0.00,$0.00
,4,0,0,14/09/2015,DEXTRANOMERO FCO. C/25GR,1507,,0,$0.00,$0.00
,69,0,0,14/09/2015,DEXTROMETORFANO + GUAIFENESINA + FENILEF PED. C/30ML,2815,,0,$0.00,$0.00
,477,0,0,14/09/2015,DEXTROMETORFANO + GUAIFENESINA JARABE INFANTIL C/120ML,1886,,0,$0.00,$0.00
,161,0,0,14/09/2015,DEXTROMETORFANO 15MG/5ML JARABE FCO. C/60ML,269,,0,$0.00,$0.00
,346,0,0,14/09/2015,DIACEREINA 50MG C/30 CAP.,226,,0,$0.00,$0.00
,687,0,0,14/09/2015,DIACERINA + MELOXICAM 50MG/15MG C/20 CAP.,1341,,0,$0.00,$0.00
,10,0,0,14/09/2015,DIAZEPAM + DEXTROPROPOXIFENO + PARACETAMOL C/20 TAB. (II),590,,0,$0.00,$0.00
,18,0,0,14/09/2015,DIAZEPAM 10MG C/20 COMP. (II),598,,0,$0.00,$0.00
,6,0,0,14/09/2015,DICLOFENACO + CODEINA 50MG/50MG C/20 TAB.,2960,,0,$0.00,$0.00
,19,0,0,14/09/2015,DICLOFENACO + COLESTIRAMINA 140MG C/20 CAP.,2548,,0,$0.00,$0.00
,1034,0,0,14/09/2015,DICLOFENACO 1.160% GEL C/60GR,371,,0,$0.00,$0.00
,294,0,0,14/09/2015,DICLOFENACO POTASICO 0.18MG/100 SUSP. FCO C/120ML,2807,,0,$0.00,$0.00
,251,0,0,14/09/2015,DICLOFENACO POTASICO 15MG SUSP. GOTAS C/20ML,2611,,0,$0.00,$0.00
,161,0,0,14/09/2015,DICLOFENACO POTASICO 25MG C/20 GRAGEAS,165,,0,$0.00,$0.00
,491,0,0,14/09/2015,DICLOFENACO SODICO + B1 + B6 +B12 50MG/50MG/50MG/0.25MG C/30 GRAGEAS,377,,0,$0.00,$0.00
,283,0,0,14/09/2015,DICLOFENACO SODICO 100MG LIB. PROL. C/20 GRAGEAS,292,,0,$0.00,$0.00
,6,0,0,14/09/2015,DICLOFENACO SODICO 1MG SOL. OFT. FCO. C/5ML,1508,,0,$0.00,$0.00
,66,0,0,14/09/2015,DICLOFENACO SODICO 75MG/3ML SOL. INY. ENV. C/2 AMP.,295,,0,$0.00,$0.00
,40,0,0,14/09/2015,DICLOXACILINA 250MG SUSP. FCO. C/60ML,1509,,0,$0.00,$0.00
,156,0,0,14/09/2015,DICLOXACILINA 500MG C/20 CAP.,1510,,0,$0.00,$0.00
,6,0,0,14/09/2015,DIENOGEST 2MG C/28 TAB.,2961,,0,$0.00,$0.00
,145,0,0,14/09/2015,DIFENHIDRAMINA + GUAIFENESINA 28MG JARABE FCO C/150ML,114,,0,$0.00,$0.00
,145,0,0,14/09/2015,DIFENIDOL 25MG C/30 TAB.,2659,,0,$0.00,$0.00
,24,0,0,14/09/2015,DIFENIDOL 40MG/2ML SOL. INY. C/2 AMP.,273,,0,$0.00,$0.00
,20,0,0,14/09/2015,DIGOXINA 0.25MG C/60 TAB.,2816,,0,$0.00,$0.00
,61,0,0,14/09/2015,DILTIAZEM 120MG LIB. PROL. C/20 TAB.,2817,,0,$0.00,$0.00
,18,0,0,14/09/2015,DILTIAZEM 180MG LIB. PROL. C/12 TAB.,2818,,0,$0.00,$0.00
,5,0,0,14/09/2015,DILTIAZEM 240MG C/10 TAB.,103,,0,$0.00,$0.00
,107,0,0,14/09/2015,DILTIAZEM 30MG C/30 COMPS.,2857,,0,$0.00,$0.00
,22,0,0,14/09/2015,DILTIAZEM 60MG C/30 COMPS.,82,,0,$0.00,$0.00
,33,0,0,14/09/2015,DILTIAZEM 90MG C/20 TAB.,28,,0,$0.00,$0.00
,7,0,0,14/09/2015,DIMENHIDRINATO 25GR SUP. INF. C/5 SUPOSITORIOS,2651,,0,$0.00,$0.00
,18,0,0,14/09/2015,DIMENHIDRINATO 50MG C/20 TAB.,2652,,0,$0.00,$0.00
,40,0,0,14/09/2015,DIMENHIDRINATO JARABE FCO. C/120ML,284,,0,$0.00,$0.00
,179,0,0,14/09/2015,DIMETICONA + GUAIAZULENE C/14 SOBRES,2689,,0,$0.00,$0.00
,352,0,0,14/09/2015,DIMETICONA + PANCREATINA + EXTRACTO SECO BILIS DE BUEY CELULOSA DEL ASPERGILLUS NIGER CON CAPA E C/50 GRAGEAS,327,,0,$0.00,$0.00
,45,0,0,14/09/2015,DIMETICONA GOTAS C/30ML,323,,0,$0.00,$0.00
,54,0,0,14/09/2015,DIMETICONA PANCREATINA 170MG/80MG C/30 GRAGEAS,1094,,0,$0.00,$0.00
,18,0,0,14/09/2015,DINITRATO DE ISOSORBIDA 5MG C/20 TAB.,2859,,0,$0.00,$0.00
,1027,0,0,14/09/2015,DIOSMINA + HESPERIDINA 500MG C/20 TAB.,296,,0,$0.00,$0.00
,30,0,0,14/09/2015,DIPROPINATO DE BETAMETASONA + CALCIPOTRIOL 5MG/50MG TUBO UNG?ENTO C/30GR,1026,,0,$0.00,$0.00
,6,0,0,14/09/2015,DIYODOHIDROXIQUINOLEINA 4.2GR FCO. C/120ML,2636,,0,$0.00,$0.00
,85,0,0,14/09/2015,DOMPERIDONA 10MG C/30 TAB.,2649,,0,$0.00,$0.00
,18,0,0,14/09/2015,DOMPERIDONA SUSP. C/60ML,1011,,0,$0.00,$0.00
,62,0,0,14/09/2015,DORZOLAMIDA + TIMOLOL GOTAS OFT. FCO. C/5ML,251,,0,$0.00,$0.00
,100,0,0,14/09/2015,DOXICICLINA 100MG C/10 CAP.,283,,0,$0.00,$0.00
,16,0,0,14/09/2015,DOXICICLINA 50MG C/28 CAP.,2828,,0,$0.00,$0.00
,36,0,0,14/09/2015,DROPROPIZINA 30MG C/15 TAB. ,2413,,0,$0.00,$0.00
,12,0,0,14/09/2015,DROPROPIZINA JARABE C/120ML,2230,,0,$0.00,$0.00
,165,0,0,14/09/2015,EBASTINA 20MG C/30 OBLEAS,1053,,0,$0.00,$0.00
,10,0,0,14/09/2015,EFAVIRENZ 600MG C/30 COMP.,1571,,0,$0.00,$0.00
,2,0,0,14/09/2015,ELECTROLITOS ORALES SOL. GLUCOSA 20GR C/25 SOBRES,328,,0,$0.00,$0.00
,18,0,0,14/09/2015,EMTRICITABINA + TENOFOVIR DISOPROXIL FUMARATO C/30 TAB.,854,,0,$0.00,$0.00
,326,0,0,14/09/2015,ENALAPRIL 10MG C/30 TAB.,2679,,0,$0.00,$0.00
,102,0,0,14/09/2015,ENALAPRIL 5MG C/30 TAB.,1513,,0,$0.00,$0.00
,44,0,0,14/09/2015,ENANTATO DE PRASTERONA + VALERATO DE ESTRADIOL 200MG/4MG C/1 JER. PRELLENADA DE 1ML,138,,0,$0.00,$0.00
,6,0,0,14/09/2015,ENFAMIL PEMIUM 1 FORMULA LACTEA 1 PREMIUM LATA 400GR,347,,0,$0.00,$0.00
,6,0,0,14/09/2015,ENFAMIL SOYA FORMULA LACTEA LATA PVO 400GR,2584,,0,$0.00,$0.00
,18,0,0,14/09/2015,ENOXAPARINA SODICA 40MG/0.4ML C/2 JER.S PRELLENADAS,179,,0,$0.00,$0.00
,41,0,0,14/09/2015,ENOXAPARINA SODICA 60MG/0.4ML C/2 JER.S PRELLENADAS,2496,,0,$0.00,$0.00
,52,0,0,14/09/2015,EPINASTINA 0.05% SOL. FCO. GOTERO C/5ML,2427,,0,$0.00,$0.00
,17,0,0,14/09/2015,EPLERENONA 25MG C/30 TAB.,445,,0,$0.00,$0.00
,21,0,0,14/09/2015,ERDOSTEINA 300MG C/20 CAP.,1820,,0,$0.00,$0.00
,12,0,0,14/09/2015,ERDOSTEINA SOL. C/90ML,2963,,0,$0.00,$0.00
,95,0,0,14/09/2015,ERGOTAMINA + ACIDO ACETILSALICILICO + CAFEINA 1MG/400MG/50MG C/36 TAB. (II),773,,0,$0.00,$0.00
,8,0,0,14/09/2015,ERITROMICINA 250MG/5ML SUSP. C/100ML,2564,,0,$0.00,$0.00
,35,0,0,14/09/2015,"ERITROPOYETINA HUMANA 50,000UI/10ML INY. C/1 AMP.",2717,,0,$0.00,$0.00
,2,0,0,14/09/2015,ERLOTINIB 150MG C/30 TAB.,1903,,0,$0.00,$0.00
,290,0,0,14/09/2015,ESCITALOPRAM 10MG C/28 TAB.,497,,0,$0.00,$0.00
,34,0,0,14/09/2015,ESOMEPRAZOL 10MG C/28 SOBRES GRANULADOS,2281,,0,$0.00,$0.00
,135,0,0,14/09/2015,ESPIRONOLACTONA + FUROSEMIDA 50MG/20MG C/16 CAP.,483,,0,$0.00,$0.00
,32,0,0,14/09/2015,ESPIRONOLACTONA 100MG C/30 TAB.,2573,,0,$0.00,$0.00
,30,0,0,14/09/2015,ESPIRONOLACTONA 25MG C/30 TAB.,2572,,0,$0.00,$0.00
,509,0,0,14/09/2015,ESPORAS DE BACILLUS CLAUSII 2 BILLONES UFC C/20 AMP.,1126,,0,$0.00,$0.00
,26,0,0,14/09/2015,ESTOLATO DE ERITROMICINA 500MG C/20 TAB.,1905,,0,$0.00,$0.00
,25,0,0,14/09/2015,ESTRADIOL + DROSPIRENONA 1MG/2MG C/28 COMPS. RECUB.,1375,,0,$0.00,$0.00
,19,0,0,14/09/2015,ESTRADIOL + NORGESTREL 2MG/0.5MG C/21 GRAGEAS (11 BLANCAS Y 10 COLOR),682,,0,$0.00,$0.00
,40,0,0,14/09/2015,ESTRADIOL + TRIMEGESTONA CONTINUO 1MG/.125MG C/28 GRAGEAS,842,,0,$0.00,$0.00
,6,0,0,14/09/2015,ESTRADIOL + TRIMEGESTONA SECUENCIAL 1MG/.250MG C/28 GRAGEAS,843,,0,$0.00,$0.00
,14,0,0,14/09/2015,ESTROGENOS CONJUGADOS 0.625MG C/42 TAB.,2855,,0,$0.00,$0.00
,182,0,0,14/09/2015,ESTROGENOS CONJUGADOS DE ORIGEN EQUINO TUBO C/43GR,679,,0,$0.00,$0.00
,47,0,0,14/09/2015,ETAMSILATO 500MG C/20 COMP.,272,,0,$0.00,$0.00
,18,0,0,14/09/2015,ETANERCEPT 25MG FCO. C/4 AMP.,349,,0,$0.00,$0.00
,263,0,0,14/09/2015,ETINILESTRADIOL + DROSPIRENONA 0.03MG/3.0MG C/21 GRAGEAS,899,,0,$0.00,$0.00
,38,0,0,14/09/2015,ETINILESTRADIOL + DROSPIRENONA 3MG 24/4 C/28 COMP.,2741,,0,$0.00,$0.00
,45,0,0,14/09/2015,ETOFENAMATO TUBO CREMA C/40GR,112,,0,$0.00,$0.00
,228,0,0,14/09/2015,ETORICOXIB 120MG C/7 COMP.,941,,0,$0.00,$0.00
,590,0,0,14/09/2015,ETORICOXIB 90MG C/14 COMP.,965,,0,$0.00,$0.00
,2,0,0,14/09/2015,ETRAVIRINA 100MG FCO. C/120 TAB.,2438,,0,$0.00,$0.00
,452,0,0,14/09/2015,EXTRACTO DE CASTAæA DE LA INDIA C/30 GRAGEAS,867,,0,$0.00,$0.00
,891,0,0,14/09/2015,EZETIMIBA + SIMVASTATINA 10MG/20MG C/28 COMP.,910,,0,$0.00,$0.00
,52,0,0,14/09/2015,EZETIMIBA 10MG C/28 TAB.,909,,0,$0.00,$0.00
,10,0,0,14/09/2015,FELODIPINO + METOPROLOL 5/47.5MG C/14 TAB.,1176,,0,$0.00,$0.00
,79,0,0,14/09/2015,FENITOINA SODICA 100MG C/50 CAP.,2834,,0,$0.00,$0.00
,10,0,0,14/09/2015,FENITOINA SODICA SUSP. C/237ML,2833,,0,$0.00,$0.00
,7,0,0,14/09/2015,FENOBARBITAL 100MG C/40 TAB. (II),579,,0,$0.00,$0.00
,457,0,0,14/09/2015,FENOFIBRATO 160MG C/30 CAP.,1190,,0,$0.00,$0.00
,61,0,0,14/09/2015,FENTERMINA 15MG C/30 TAB.,2964,,0,$0.00,$0.00
,149,0,0,14/09/2015,FEXOFENADINA + FENILEFRINA 60MG/25MG C/10 TAB.,2579,,0,$0.00,$0.00
,102,0,0,14/09/2015,FEXOFENADINA 120MG C/10 COMP.,93,,0,$0.00,$0.00
,153,0,0,14/09/2015,FEXOFENADINA 180MG C/10 COMP.,2844,,0,$0.00,$0.00
,155,0,0,14/09/2015,FEXOFENADINA 6MG/ML SUSP. FCO. C/150ML,2553,,0,$0.00,$0.00
,2,0,0,14/09/2015,FILGRASTIM 300MCG C/1 JER. PRECARGADA DE 1ML,2869,,0,$0.00,$0.00
,95,0,0,14/09/2015,FINASTERIDE 5MG C/30 GRAGEAS,2694,,0,$0.00,$0.00
,6,0,0,14/09/2015,FINGOLIMOD 0.5MG C/28 CAP.,2925,,0,$0.00,$0.00
,12,0,0,14/09/2015,FLEET FOSFOSODA SOL. ORAL C/45ML,2965,,0,$0.00,$0.00
,34,0,0,14/09/2015,FLOROGLUCINOL + TRIMETILFLOROGLUCINOL 80MG/80MG C/20 CAP.,2840,,0,$0.00,$0.00
,42,0,0,14/09/2015,FLUCONAZOL 100MG C/10 CAP.,361,,0,$0.00,$0.00
,435,0,0,14/09/2015,FLUCONAZOL 150MG C/1 CAP.,373,,0,$0.00,$0.00
,49,0,0,14/09/2015,FLUCONAZOL+ TINIDAZOL 37.5MG/500MG C/4 TAB.,1262,,0,$0.00,$0.00
,4,0,0,14/09/2015,FLUDROCORTISONA 0.1MG C/100 TAB.,1316,,0,$0.00,$0.00
,42,0,0,14/09/2015,FLUNARIZINA 10MG C/20 TAB.,607,,0,$0.00,$0.00
,6,0,0,14/09/2015,FLUOCINULON ACETONIDA Y HIDROQUINONA + TITRTINOINA 4%/.05% CREMA C/15GR ,1285,,0,$0.00,$0.00
,6,0,0,14/09/2015,FLUOROMETOLONA 1% SOL. OFT. FCO. C/5ML,379,,0,$0.00,$0.00
,220,0,0,14/09/2015,FLUOXETINA 20MG C/14 CAP.,2570,,0,$0.00,$0.00
,25,0,0,14/09/2015,FLUTICASONA 0.5MG/2ML C/10 AMP.,1069,,0,$0.00,$0.00
,14,0,0,14/09/2015,FLUTICASONA 250MCG FCO. PRESURIZADO C/60 DOSIS,360,,0,$0.00,$0.00
,9,0,0,14/09/2015,FLUTICASONA 50MCG SPRAY C/120 DOSIS ,2491,,0,$0.00,$0.00
,9,0,0,14/09/2015,FLUVOXAMINA 100MG C/15 GRAGEAS,516,,0,$0.00,$0.00
,6,0,0,14/09/2015,FORMOTEROL + BECLOMETASONA FCO. SPRAY C/120 DOSIS,3018,,0,$0.00,$0.00
,18,0,0,14/09/2015,FORMULA LACTEA DE TERMINO DE 0 A 6 (ETAPA 1) LATA C/350GR,2739,,0,$0.00,$0.00
,10,0,0,14/09/2015,FORMULA PREMATUROS FORMULA LACTEA LATA C/400GR,1022,,0,$0.00,$0.00
,6,0,0,14/09/2015,FOSFATO MONOSODICO 12GR + CIDRATO DE SODI ENEMA EVACUANTE C/133ML,378,,0,$0.00,$0.00
,115,0,0,14/09/2015,FOSFATO SODICO DE DEXAMETASONA 4MG/ML C/1 AMP. DE 2ML,2853,,0,$0.00,$0.00
,2,0,0,14/09/2015,FOSFOMICINA 500MG C/12 CAP.,2242,,0,$0.00,$0.00
,40,0,0,14/09/2015,FURAZOLIDONA + CAOLIN Y PECTINA SUSP. C/120ML,2835,,0,$0.00,$0.00
,14,0,0,14/09/2015,FUROSEMIDA 20MG C/36 TAB.,484,,0,$0.00,$0.00
,65,0,0,14/09/2015,FUROSEMIDA 40MG C/20 TAB.,369,,0,$0.00,$0.00
,165,0,0,14/09/2015,GABAPENTINA 300MG C/30 CAP.,2643,,0,$0.00,$0.00
,40,0,0,14/09/2015,GABAPENTINA 400MG C/15 CAP.,148,,0,$0.00,$0.00
,4,0,0,14/09/2015,GATIFLOXACINA FCO. GOTERO C/5ML,1050,,0,$0.00,$0.00
,35,0,0,14/09/2015,GEMFIBROZILO 600MG C/14 TAB.,945,,0,$0.00,$0.00
,4,0,0,14/09/2015,GLATIRAMER 20MG/ML SOL. INY. C/28 JER. PRELLENADA,224,,0,$0.00,$0.00
,166,0,0,14/09/2015,GLIBENCLAMIDA + METFORMINA 5MG/1000MG C/40 TAB.,790,,0,$0.00,$0.00
,61,0,0,14/09/2015,GLIBENCLAMIDA 5MG C/50 TAB.,1418,,0,$0.00,$0.00
,2,0,0,14/09/2015,GLICERINA + POLISORBAPO 1%/80al1% SOL. OFT. C/20 ENVASES UNIDOSIS DE 0.4ML,2251,,0,$0.00,$0.00
,8,0,0,14/09/2015,GLICEROL SUP. PED. C/10,331,,0,$0.00,$0.00
,6,0,0,14/09/2015,GLICOPIRRONIO + INDACATEROL C/30 CAP. INHALACIÖN,3017,,0,$0.00,$0.00
,218,0,0,14/09/2015,GLIMEPERIDINA + METFORMINA 1000MG/4MG C/16 TAB.,1868,,0,$0.00,$0.00
,248,0,0,14/09/2015,GLIMEPIRIDA 4MG C/30 TAB.,1420,,0,$0.00,$0.00
,6,0,0,14/09/2015,GLUCONATO DE POTASIO GK C/10 SOBRES,1232,,0,$0.00,$0.00
,2,0,0,14/09/2015,GOSERELINA IMPLANTE CILINDRICO 3.6MG + JER. MONODOSICA,906,,0,$0.00,$0.00
,8,0,0,14/09/2015,HALOPERIDOL 10MG C/20 TAB.,1421,,0,$0.00,$0.00
,10,0,0,14/09/2015,HALOPERIDOL 2MG SOL. FCO. C/15ML,583,,0,$0.00,$0.00
,2,0,0,14/09/2015,HALOPERIDOL 5MG C/20 TAB.,584,,0,$0.00,$0.00
,133,0,0,14/09/2015,HEMITARTRATO DE ZOLPIDEM 10MG C/30 TAB. (III),632,,0,$0.00,$0.00
,18,0,0,14/09/2015,HIALUNARATO DE SODIO 4.0MG D.U. C/20 ENVASES DE 0.5ML,1112,,0,$0.00,$0.00
,6,0,0,14/09/2015,HIALUNORATO DE SODIO + SULFATO DE CODROINTIN SOL. OFT.,1627,,0,$0.00,$0.00
,172,0,0,14/09/2015,HIDROCLOROTIAZIDA 25MG C/20 TAB.,81,,0,$0.00,$0.00
,52,0,0,14/09/2015,HIDROCORTISONA 1GR/100ML FCO. LOCION C/120ML,624,,0,$0.00,$0.00
,130,0,0,14/09/2015,HIDROCORTISONA CREMA C/30GR,1523,,0,$0.00,$0.00
,7,0,0,14/09/2015,HIDROQUINONA CREMA AL 4% TUBO C/30GR,317,,0,$0.00,$0.00
,8,0,0,14/09/2015,HIDROQUINONA SILICATO DE MAGNESIO 4% TUBO CREMA C/30GR,1091,,0,$0.00,$0.00
,22,0,0,14/09/2015,HIDROSMINA 200MG C/20 CAP.,1730,,0,$0.00,$0.00
,91,0,0,14/09/2015,HIDROXICINA 10MG C/30 TAB.,102,,0,$0.00,$0.00
,42,0,0,14/09/2015,HIDROXIDO DE MAGNESIO 8.5GR SUSP. C/180ML,499,,0,$0.00,$0.00
,163,0,0,14/09/2015,HIDROXIPROPILMETILCELULOSA + DEXTRAN SOL OFT. GOTAS FCO C/15ML,613,,0,$0.00,$0.00
,81,0,0,14/09/2015,HIDROXIPROPILMETILCELULOSA + DEXTRAN UNGUENTO TUBO C/3.5GR,612,,0,$0.00,$0.00
,28,0,0,14/09/2015,HIDROXOCABALAMINA TIAMINA PIRIDOXINA C/5 AMP. Y JER.,2861,,0,$0.00,$0.00
,128,0,0,14/09/2015,HIERRO ACIDO FOLICO C/30 GRAGEAS,2823,,0,$0.00,$0.00
,18,0,0,14/09/2015,HIERRO AMINOQUELADO 20MG/ML SOL. ORAL FCO C/15ML,384,,0,$0.00,$0.00
,16,0,0,14/09/2015,HIERRO DEXTRAN 100MG/2ML SOL. INY. C/3 AMP.,425,,0,$0.00,$0.00
,14,0,0,14/09/2015,HIPROMELOSA SOL. OFT GOTAS C/15ML,1437,,0,$0.00,$0.00
,607,0,0,14/09/2015,IBUPROFENO + PARACETAMOL 325MG C/20 TAB.,2608,,0,$0.00,$0.00
,211,0,0,14/09/2015,IBUPROFENO 200MG C/10 TAB.,2802,,0,$0.00,$0.00
,424,0,0,14/09/2015,IBUPROFENO 2GR/100ML SUSP. 120ML,55,,0,$0.00,$0.00
,881,0,0,14/09/2015,IBUPROFENO 400MG C/10 TAB.,2678,,0,$0.00,$0.00
,22,0,0,14/09/2015,IMIQUIMOD SOBRES 250MG AL 5% C/12 SOBRES,15,,0,$0.00,$0.00
,28,0,0,14/09/2015,INDACATEROL 150MG C/30 CAP.,2918,,0,$0.00,$0.00
,271,0,0,14/09/2015,INDOMETACINA + METOCARBAMOL + BETAMETASONA 25/215/75MG C/20 TAB.,2660,,0,$0.00,$0.00
,18,0,0,14/09/2015,INDOMETACINA 25MG C/30 CAP.,437,,0,$0.00,$0.00
,36,0,0,14/09/2015,INDOMETACINA 50MG C/28 CAP.,525,,0,$0.00,$0.00
,4,0,0,14/09/2015,INFLIXIMAB F.A. 100MG C/20ML,736,,0,$0.00,$0.00
,48,0,0,14/09/2015,INSULINA ASPARTICA ADN RECOM 100UI/1ML 3ML C/5 CARTUCHO,1211,,0,$0.00,$0.00
,95,0,0,14/09/2015,"INSULINA BASAL ANALOGA DETEMIR 1,500UI C/PLUMAS JER. PRELLENADA",2967,,0,$0.00,$0.00
,1720,0,0,14/09/2015,INSULINA GLARGINA JER. DESECHABLE PRECARGADA (300 UI/ml) C/3ML,2919,,0,$0.00,$0.00
,42,0,0,14/09/2015,INSULINA HUMANA 70/30 CARTUCHO C/300U C/2X3ML,427,,0,$0.00,$0.00
,106,0,0,14/09/2015,INSULINA HUMANA NPH CARTUCHO 100UI C/2X3ML,421,,0,$0.00,$0.00
,12,0,0,14/09/2015,"INSULINA HUMANA RAPIDA 1,000UI FCO. C/10ML",2639,,0,$0.00,$0.00
,194,0,0,14/09/2015,INSULINA LISPRO + PROTAMINA 2X3ML C/300 UNIDADES,420,,0,$0.00,$0.00
,128,0,0,14/09/2015,INSULINA LISPRO C/1000 UNIDADES,419,,0,$0.00,$0.00
,6,0,0,14/09/2015,"INTERFERON BETA-1a 30MCG (6,000,000 UI) C/1 JER. PRELLENADA",68,,0,$0.00,$0.00
,91,0,0,14/09/2015,IPRATROPIO + SALBUTAMOL 20MCG/100MCG SUSP. AEROSOL FCO. C/120 DOSIS,186,,0,$0.00,$0.00
